,ID,Reached.on.Time_Y.N
188,4380,0.34
189,4892,0.29
190,506,0.98
191,9436,0.43
192,9965,0.55
193,479,0.99
194,2222,0.74
195,516,0.97
196,6959,0.57
197,3225,0.57
198,2315,0.89
199,6376,0.36
200,8840,0.57
201,7546,0.32
202,3476,0.46
203,4623,0.33
204,3001,0.93
205,566,0.98
206,7872,0.68
207,8108,0.44
208,8173,0.69
209,8343,0.37
210,2457,0.98
211,6826,0.42
212,3656,0.46
213,7689,0.28
214,6074,0.29
215,3076,0.97
216,5678,0.56
217,1493,0.52
218,10109,0.47
219,2389,0.97
220,5282,0.69
221,10142,0.42
222,6361,0.45
223,9889,0.4
224,1353,0.98
225,857,0.93
226,2167,0.95
227,73,0.95
228,408,0.96
229,3971,0.53
230,9334,0.48
231,3315,0.5
232,6964,0.41
233,2737,0.95
234,907,0.9
235,8762,0.41
236,10591,0.48
237,1994,0.97
238,6120,0.69
239,2179,0.78
240,7971,0.32
241,4706,0.43
242,9034,0.29
243,7651,0.22
244,2542,0.64
245,1666,0.9
246,4833,0.42
247,6049,0.59
248,8650,0.44
249,2899,1.0
250,5644,0.32
251,8178,0.38
252,8197,0.29
253,8668,0.39
254,1182,0.87
255,5138,0.55
256,8579,0.42
257,8761,0.43
258,5005,0.61
259,5655,0.53
260,7226,0.57
261,2660,0.94
262,3811,0.58
263,5408,0.4
264,8466,0.17
265,8519,0.58
266,5152,0.61
267,7680,0.53
268,7669,0.58
269,4555,0.49
270,10263,0.26
271,2651,0.94
272,8131,0.34
273,9661,0.57
274,331,0.96
275,7368,0.31
276,3144,0.45
277,2484,0.85
278,3630,0.23
279,4956,0.5
280,5675,0.46
281,7019,0.49
282,250,0.92
283,861,0.92
284,4176,0.32
285,9029,0.51
286,10708,0.41
287,2477,0.97
288,10842,0.29
289,6325,0.46
290,647,0.99
291,8515,0.25
292,2150,0.85
293,3415,0.5
294,9488,0.64
295,8357,0.62
296,4140,0.46
297,2948,0.98
298,8379,0.32
299,4348,0.6
300,215,0.95
301,4122,0.53
302,3538,0.5
303,2717,0.97
304,2182,0.97
305,1734,0.96
306,10533,0.58
307,7328,0.39
308,6888,0.5
309,8596,0.43
310,4461,0.57
311,2922,0.93
312,2593,0.96
313,5530,0.38
314,6449,0.48
315,9899,0.45
316,10010,0.67
317,469,0.75
318,1687,0.94
319,1035,0.95
320,1865,0.99
321,9449,0.68
322,261,0.98
323,5934,0.21
324,8230,0.47
325,1464,1.0
326,2336,0.96
327,10360,0.52
328,8692,0.38
329,9395,0.65
330,4611,0.57
331,6254,0.53
332,6991,0.35
333,7713,0.36
334,10780,0.44
335,3695,0.46
336,2128,0.64
337,8395,0.3
338,6630,0.47
339,3687,0.4
340,10769,0.62
341,2490,0.98
342,1999,0.97
343,2355,0.99
344,1216,0.99
345,8394,0.31
346,9950,0.44
347,8627,0.58
348,1904,0.7
349,7360,0.29
350,3297,0.22
351,2753,0.86
352,4925,0.53
353,5335,0.4
354,4904,0.42
355,2705,0.99
356,9309,0.54
357,5157,0.38
358,4341,0.3
359,8234,0.19
360,5250,0.37
361,9175,0.48
362,4467,0.39
363,3249,0.39
364,3042,0.98
365,3421,0.28
366,6155,0.47
367,27,0.95
368,9202,0.43
369,9654,0.57
370,583,0.97
371,210,0.91
372,8778,0.59
373,3223,0.21
374,9454,0.42
375,3859,0.24
376,9325,0.36
377,5014,0.52
378,5902,0.52
379,10664,0.62
380,7075,0.39
381,3740,0.26
382,8836,0.62
383,7145,0.38
384,1977,0.99
385,7933,0.46
386,3279,0.57
387,4563,0.32
388,7104,0.52
389,8434,0.52
390,4003,0.67
391,8817,0.55
392,3121,0.97
393,9778,0.35
394,8341,0.45
395,5016,0.76
396,4392,0.59
397,1259,0.96
398,1359,0.93
399,7679,0.28
400,3186,0.48
401,186,0.98
402,21,0.97
403,2188,0.93
404,1174,0.68
405,9936,0.4
406,403,0.95
407,1809,0.89
408,4139,0.44
409,6929,0.23
410,9826,0.33
411,6934,0.41
412,715,0.97
413,4816,0.59
414,7174,0.47
415,8069,0.56
416,1008,0.86
417,3515,0.62
418,1946,0.99
419,6973,0.38
420,3158,0.42
421,6975,0.53
422,10405,0.44
423,7016,0.43
424,3040,0.99
425,6293,0.4
426,10697,0.58
427,9412,0.5
428,2312,0.97
429,7269,0.51
430,7490,0.24
431,9338,0.63
432,1995,0.77
433,5887,0.53
434,3535,0.63
435,1971,0.98
436,2450,0.94
437,748,0.74
438,4090,0.6
439,6981,0.37
440,4491,0.57
441,6613,0.47
442,4826,0.49
443,5571,0.41
444,9049,0.45
445,1080,0.94
446,10673,0.53
447,5879,0.58
448,5862,0.56
449,511,0.99
450,2453,0.98
451,10485,0.45
452,6816,0.53
453,3199,0.7
454,6637,0.53
455,265,0.45
456,7690,0.27
457,224,0.67
458,9002,0.56
459,8620,0.51
460,1133,0.98
461,5680,0.29
462,1949,0.95
463,5677,0.4
464,7501,0.49
465,6201,0.63
466,6859,0.37
467,7234,0.65
468,8351,0.33
469,8846,0.25
470,8339,0.49
471,8096,0.59
472,5544,0.53
473,7448,0.75
474,7515,0.57
475,6656,0.51
476,863,0.98
477,3514,0.6
478,4308,0.35
479,9680,0.52
480,9336,0.17
481,195,0.95
482,7734,0.31
483,8767,0.37
484,4163,0.65
485,3685,0.36
486,1744,0.88
487,496,0.91
488,9519,0.34
489,9573,0.43
490,9027,0.47
491,1417,0.75
492,5493,0.48
493,5612,0.52
494,2166,0.97
495,9793,0.36
496,6792,0.51
497,9143,0.55
498,6645,0.43
499,9123,0.21
500,8171,0.42
501,1256,0.94
502,2881,0.94
503,9769,0.37
504,8340,0.39
505,6682,0.57
506,3613,0.48
507,4961,0.64
508,7548,0.74
509,4507,0.35
510,1190,0.99
511,9227,0.61
512,8683,0.5
513,6208,0.22
514,548,0.66
515,4747,0.53
516,10585,0.55
517,969,0.93
518,9828,0.46
519,6088,0.43
520,2539,0.95
521,5485,0.42
522,4415,0.46
523,1286,0.97
524,8636,0.32
525,4259,0.57
526,800,0.92
527,2016,0.96
528,2288,0.66
529,5183,0.47
530,7851,0.4
531,10744,0.43
532,1434,1.0
533,7620,0.54
534,5248,0.34
535,3801,0.44
536,6906,0.34
537,2612,0.96
538,3864,0.57
539,8028,0.46
540,10137,0.36
541,4982,0.45
542,1260,0.95
543,9341,0.52
544,7454,0.5
545,9624,0.09
546,7206,0.36
547,9515,0.48
548,4834,0.63
549,1101,0.9
550,5524,0.59
551,5395,0.46
552,2297,0.95
553,8906,0.47
554,10946,0.51
555,6937,0.36
556,1868,0.97
557,837,0.95
558,3710,0.52
559,9082,0.36
560,1500,0.72
561,6291,0.6
562,5679,0.53
563,6340,0.42
564,8830,0.47
565,2146,1.0
566,8225,0.39
567,10717,0.8
568,8783,0.52
569,4394,0.49
570,3102,1.0
571,10126,0.37
572,1579,0.9
573,852,0.97
574,6014,0.63
575,8147,0.57
576,7570,0.63
577,6163,0.39
578,10068,0.33
579,825,0.91
580,3143,0.48
581,6898,0.54
582,8016,0.58
583,1702,0.93
584,2551,0.94
585,6087,0.23
586,6241,0.49
587,87,1.0
588,2102,0.87
589,1262,0.82
590,7065,0.4
591,624,0.99
592,1077,0.69
593,4241,0.5
594,8681,0.47
595,6636,0.43
596,10918,0.55
597,6696,0.46
598,3978,0.53
599,3684,0.56
600,7014,0.26
601,7409,0.43
602,6113,0.48
603,6063,0.46
604,9638,0.4
605,1953,0.97
606,4442,0.42
607,8202,0.19
608,10302,0.38
609,7285,0.28
610,6988,0.47
611,5351,0.55
612,9250,0.37
613,1064,0.98
614,5245,0.27
615,2071,0.91
616,7866,0.26
617,4993,0.48
618,7773,0.39
619,10163,0.55
620,505,0.96
621,7250,0.56
622,2874,0.98
623,1399,0.84
624,8000,0.72
625,4622,0.31
626,958,0.89
627,9109,0.36
628,1119,0.93
629,413,0.88
630,10073,0.36
631,5303,0.61
632,3730,0.62
633,4783,0.57
634,2381,0.95
635,7137,0.47
636,3865,0.43
637,5830,0.39
638,7717,0.4
639,7926,0.57
640,7528,0.5
641,8322,0.35
642,2701,0.97
643,5185,0.38
644,347,0.91
645,5683,0.36
646,10250,0.39
647,7638,0.4
648,8249,0.42
649,5809,0.48
650,230,0.96
651,7089,0.42
652,7182,0.35
653,2375,0.95
654,10524,0.42
655,2552,0.98
656,6094,0.35
657,1764,0.92
658,10445,0.45
659,674,0.93
660,10944,0.38
661,7772,0.17
662,8797,0.41
663,3477,0.45
664,6496,0.64
665,6707,0.51
666,5619,0.4
667,9623,0.57
668,9523,0.42
669,9684,0.51
670,5861,0.4
671,4350,0.34
672,5844,0.53
673,8695,0.31
674,1083,0.66
675,7558,0.45
676,9260,0.29
677,6957,0.47
678,565,0.97
679,6299,0.5
680,3919,0.35
681,9451,0.48
682,4336,0.57
683,3401,0.45
684,6531,0.43
685,459,0.98
686,321,0.96
687,10364,0.71
688,3976,0.18
689,528,0.94
690,1010,0.64
691,9401,0.38
692,2014,0.92
693,8089,0.57
694,5173,0.31
695,10706,0.6
696,6610,0.33
697,1467,0.98
698,5292,0.3
699,280,0.95
700,4367,0.51
701,7080,0.41
702,3705,0.6
703,7354,0.27
704,3768,0.48
705,1673,0.97
706,10897,0.37
707,1165,0.56
708,8113,0.42
709,6992,0.26
710,7910,0.51
711,10645,0.3
712,8649,0.34
713,2521,0.91
714,5448,0.44
715,4278,0.58
716,2063,1.0
717,9023,0.51
718,8327,0.47
719,1668,0.92
720,3198,0.52
721,5102,0.59
722,9300,0.37
723,2749,0.7
724,8274,0.52
725,10700,0.65
726,6268,0.43
727,9124,0.35
728,2190,0.97
729,9971,0.43
730,10861,0.39
731,546,0.98
732,4137,0.29
733,10558,0.55
734,3364,0.61
735,5025,0.61
736,4742,0.18
737,6434,0.35
738,7714,0.62
739,3348,0.44
740,8360,0.42
741,3882,0.47
742,9224,0.43
743,8809,0.28
744,3546,0.51
745,1562,0.95
746,5314,0.57
747,2738,0.98
748,6628,0.32
749,9457,0.4
750,5325,0.51
751,6048,0.27
752,9964,0.6
753,5566,0.3
754,4167,0.44
755,6263,0.74
756,10093,0.26
757,10266,0.51
758,7846,0.4
759,10147,0.4
760,10356,0.18
761,10245,0.7
762,7053,0.36
763,1922,0.63
764,643,0.99
765,2408,0.96
766,6304,0.63
767,1134,0.97
768,6357,0.65
769,1249,0.98
770,3844,0.61
771,10023,0.36
772,9287,0.63
773,3508,0.5
774,1775,0.94
775,10661,0.37
776,9262,0.36
777,4496,0.48
778,10521,0.44
779,7576,0.48
780,2338,0.97
781,4558,0.53
782,2169,0.87
783,6879,0.36
784,2561,0.75
785,1747,0.98
786,3517,0.36
787,8568,0.82
788,9241,0.26
789,3744,0.33
790,6543,0.57
791,1091,0.97
792,4446,0.43
793,7727,0.43
794,9429,0.5
795,10520,0.38
796,8956,0.35
797,5066,0.51
798,9106,0.37
799,6067,0.54
800,8407,0.56
801,5371,0.4
802,10795,0.51
803,1100,0.97
804,5036,0.81
805,5479,0.34
806,7996,0.7
807,3664,0.46
808,478,0.94
809,5718,0.29
810,6213,0.54
811,1098,0.98
812,6221,0.56
813,5447,0.5
814,562,0.9
815,5805,0.68
816,1439,0.99
817,8102,0.18
818,7791,0.48
819,8076,0.46
820,1778,0.98
821,1102,0.86
822,89,0.99
823,43,0.97
824,2654,0.96
825,5048,0.56
826,10070,0.32
827,3203,0.43
828,2257,0.93
829,4586,0.19
830,8393,0.6
831,5807,0.64
832,9752,0.63
833,239,0.97
834,5821,0.4
835,8637,0.57
836,5372,0.3
837,6684,0.37
838,1857,0.93
839,3170,0.57
840,8088,0.48
841,1007,0.96
842,10324,0.53
843,4000,0.32
844,672,0.94
845,9288,0.23
846,3988,0.5
847,9581,0.41
848,1043,0.94
849,9799,0.46
850,173,0.99
851,4339,0.46
852,6799,0.36
853,1568,0.99
854,9235,0.51
855,2178,0.93
856,6778,0.44
857,383,0.98
858,6649,0.67
859,6471,0.67
860,1442,0.95
861,2460,0.97
862,10145,0.51
863,5540,0.34
864,3726,0.43
865,406,0.93
866,8231,0.5
867,7984,0.35
868,1115,0.96
869,5246,0.39
870,10566,0.46
871,3900,0.51
872,8383,0.33
873,7132,0.31
874,333,0.97
875,7473,0.33
876,4945,0.47
877,10714,0.57
878,10759,0.52
879,7474,0.57
880,1290,0.49
881,8845,0.53
882,6137,0.39
883,1749,0.94
884,7888,0.27
885,10448,0.38
886,3531,0.66
887,903,0.99
888,6211,0.48
889,10613,0.61
890,5713,0.56
891,8262,0.46
892,3069,0.99
893,2787,0.95
894,8539,0.49
895,4735,0.6
896,1141,0.82
897,7219,0.4
898,7148,0.44
899,4843,0.45
900,931,0.82
901,10627,0.31
902,3187,0.38
903,9561,0.4
904,4103,0.48
905,5202,0.32
906,3925,0.43
907,7994,0.5
908,10703,0.61
909,5541,0.46
910,3524,0.34
911,4468,0.39
912,158,0.95
913,10517,0.41
914,10634,0.5
915,7533,0.5
916,2499,0.96
917,8270,0.66
918,10176,0.49
919,6104,0.43
920,3896,0.56
921,2019,0.69
922,10636,0.37
923,10254,0.49
924,7033,0.35
925,6755,0.71
926,8362,0.47
927,1229,0.86
928,551,0.89
929,3516,0.39
930,10337,0.61
931,6456,0.47
932,8430,0.46
933,8733,0.43
934,8570,0.53
935,7253,0.48
936,3189,0.69
937,3805,0.3
938,2695,0.95
939,9145,0.48
940,3084,0.99
941,8159,0.53
942,3850,0.3
943,1017,0.95
944,2240,0.99
945,1714,1.0
946,8640,0.55
947,5646,0.43
948,177,0.96
949,7470,0.53
950,6385,0.5
951,3591,0.59
952,5027,0.45
953,8561,0.58
954,4370,0.49
955,7937,0.6
956,1509,0.91
957,4458,0.18
958,3574,0.29
959,6780,0.63
960,3700,0.5
961,951,0.64
962,10425,0.58
963,6823,0.67
964,6069,0.41
965,7032,0.26
966,695,0.99
967,10586,0.62
968,7660,0.44
969,432,0.98
970,9479,0.61
971,5338,0.53
972,2428,1.0
973,5936,0.49
974,3961,0.22
975,5280,0.45
976,4266,0.27
977,4151,0.52
978,97,0.95
979,8461,0.31
980,6629,0.53
981,10502,0.54
982,2788,0.92
983,10746,0.4
984,8433,0.31
985,1980,0.96
986,4211,0.64
987,6884,0.65
988,7898,0.36
989,7815,0.59
990,3468,0.4
991,10374,0.19
992,3973,0.36
993,8436,0.25
994,10101,0.35
995,5609,0.56
996,389,0.98
997,8607,0.41
998,2491,0.97
999,3443,0.39
1000,7859,0.64
1001,10815,0.56
1002,6736,0.48
1003,6530,0.24
1004,9999,0.44
1005,378,0.97
1006,7251,0.46
1007,2876,0.98
1008,468,0.69
1009,1632,0.95
1010,1890,0.94
1011,10022,0.57
1012,4627,0.71
1013,3083,0.99
1014,8787,0.34
1015,8048,0.4
1016,7543,0.27
1017,2722,0.96
1018,8901,0.56
1019,6235,0.44
1020,1662,0.63
1021,10984,0.55
1022,240,0.68
1023,8545,0.62
1024,1330,0.96
1025,6673,0.47
1026,2850,0.95
1027,3379,0.38
1028,10814,0.39
1029,9734,0.53
1030,7010,0.45
1031,8027,0.58
1032,594,0.97
1033,9299,0.41
1034,2872,0.96
1035,7841,0.48
1036,9164,0.36
1037,4478,0.42
1038,3606,0.75
1039,9100,0.58
1040,5495,0.52
1041,9371,0.6
1042,10995,0.44
1043,1699,1.0
1044,446,0.97
1045,5209,0.38
1046,5811,0.47
1047,6875,0.57
1048,10577,0.44
1049,5302,0.7
1050,9282,0.63
1051,1820,0.99
1052,3016,0.63
1053,4205,0.55
1054,8204,0.61
1055,243,0.99
1056,7858,0.54
1057,3789,0.38
1058,190,0.96
1059,10097,0.43
1060,2376,1.0
1061,10830,0.39
1062,666,0.96
1063,1564,0.9
1064,8409,0.54
1065,7951,0.53
1066,3830,0.6
1067,7103,0.5
1068,4908,0.27
1069,4584,0.43
1070,6468,0.6
1071,7238,0.3
1072,10079,0.38
1073,4462,0.41
1074,9026,0.4
1075,10407,0.47
1076,9780,0.45
1077,5681,0.33
1078,926,0.98
1079,2259,0.97
1080,6021,0.34
1081,10280,0.23
1082,5094,0.33
1083,7991,0.48
1084,5422,0.52
1085,6855,0.54
1086,5231,0.6
1087,6144,0.39
1088,5639,0.49
1089,3696,0.41
1090,9383,0.57
1091,9203,0.51
1092,7666,0.55
1093,6171,0.29
1094,400,0.95
1095,8079,0.46
1096,3350,0.47
1097,154,0.94
1098,9339,0.28
1099,2653,1.0
1100,927,0.99
1101,9422,0.72
1102,3471,0.55
1103,10499,0.63
1104,7736,0.57
1105,1698,0.98
1106,9323,0.54
1107,10440,0.28
1108,922,0.99
1109,2780,0.94
1110,2111,0.93
1111,6461,0.57
1112,1163,0.96
1113,3340,0.33
1114,2829,0.91
1115,10879,0.75
1116,4538,0.54
1117,5596,0.52
1118,2621,0.93
1119,2223,0.97
1120,5614,0.46
1121,1316,0.94
1122,5663,0.41
1123,3776,0.49
1124,6315,0.43
1125,5497,0.5
1126,1376,0.99
1127,2883,0.95
1128,4260,0.38
1129,1772,0.75
1130,10860,0.23
1131,1858,0.79
1132,1834,0.92
1133,5323,0.27
1134,1380,0.93
1135,10775,0.61
1136,2956,1.0
1137,99,0.74
1138,6162,0.54
1139,2528,0.78
1140,8776,0.32
1141,5181,0.46
1142,8924,0.58
1143,6598,0.67
1144,8785,0.59
1145,10149,0.49
1146,10488,0.47
1147,10075,0.27
1148,3639,0.5
1149,7265,0.43
1150,6112,0.44
1151,6023,0.23
1152,6761,0.39
1153,6216,0.59
1154,7282,0.5
1155,7782,0.56
1156,3829,0.76
1157,4376,0.26
1158,8258,0.38
1159,9557,0.5
1160,5201,0.53
1161,2256,1.0
1162,793,0.92
1163,9152,0.39
1164,8263,0.66
1165,7560,0.62
1166,1222,0.94
1167,6458,0.43
1168,9431,0.54
1169,4963,0.52
1170,9166,0.53
1171,4575,0.62
1172,6352,0.43
1173,8485,0.37
1174,2957,0.97
1175,9149,0.59
1176,9536,0.59
1177,10255,0.39
1178,2863,0.96
1179,8207,0.41
1180,1682,0.97
1181,5662,0.42
1182,3105,0.94
1183,8464,0.36
1184,786,0.94
1185,10444,0.66
1186,2888,0.97
1187,9118,0.64
1188,7489,0.49
1189,3637,0.35
1190,5029,0.79
1191,5554,0.35
1192,7159,0.42
1193,9521,0.5
1194,5337,0.4
1195,4603,0.3
1196,935,0.88
1197,7001,0.44
1198,5729,0.45
1199,7208,0.3
1200,5341,0.53
1201,6091,0.41
1202,7995,0.42
1203,10410,0.47
1204,7719,0.79
1205,3156,0.35
1206,3526,0.41
1207,8199,0.66
1208,1905,0.75
1209,6767,0.53
1210,10080,0.52
1211,1755,0.49
1212,6734,0.36
1213,1765,0.93
1214,7507,0.45
1215,784,0.94
1216,581,0.98
1217,5847,0.46
1218,1365,0.99
1219,9298,0.35
1220,8463,0.2
1221,5597,0.58
1222,3871,0.37
1223,8378,0.35
1224,2603,0.94
1225,6301,0.33
1226,6759,0.56
1227,5469,0.36
1228,8504,0.45
1229,9085,0.51
1230,7264,0.38
1231,751,0.97
1232,5558,0.49
1233,4668,0.33
1234,3822,0.41
1235,4483,0.45
1236,3505,0.43
1237,9880,0.54
1238,3901,0.4
1239,5983,0.46
1240,8927,0.39
1241,8958,0.43
1242,1225,0.74
1243,3802,0.49
1244,9074,0.36
1245,5481,0.4
1246,3681,0.43
1247,9921,0.25
1248,3139,0.36
1249,2013,0.95
1250,2720,0.96
1251,16,0.96
1252,4842,0.55
1253,5137,0.36
1254,4179,0.59
1255,6207,0.46
1256,2951,0.48
1257,7347,0.29
1258,8577,0.48
1259,4942,0.35
1260,5743,0.25
1261,9940,0.7
1262,10040,0.54
1263,652,0.97
1264,1248,0.98
1265,713,1.0
1266,6396,0.47
1267,10828,0.37
1268,1811,0.93
1269,6073,0.45
1270,1078,0.97
1271,7414,0.52
1272,6180,0.3
1273,9613,0.51
1274,1016,1.0
1275,8311,0.34
1276,3878,0.59
1277,303,0.96
1278,747,0.98
1279,3910,0.47
1280,2292,0.94
1281,3924,0.52
1282,3819,0.68
1283,4091,0.8
1284,1431,0.58
1285,8421,0.33
1286,3513,0.39
1287,6215,0.45
1288,7177,0.69
1289,6116,0.64
1290,9256,0.62
1291,9604,0.4
1292,7262,0.57
1293,10339,0.39
1294,7696,0.37
1295,1722,0.97
1296,7445,0.53
1297,4571,0.41
1298,8622,0.55
1299,5387,0.5
1300,3977,0.52
1301,9101,0.44
1302,4637,0.55
1303,9104,0.68
1304,4145,0.57
1305,2505,0.99
1306,4775,0.39
1307,9099,0.36
1308,6587,0.51
1309,10367,0.52
1310,6843,0.32
1311,6739,0.36
1312,4901,0.49
1313,3868,0.5
1314,4636,0.55
1315,9063,0.33
1316,8972,0.59
1317,7627,0.28
1318,9783,0.56
1319,5576,0.22
1320,6105,0.61
1321,10285,0.45
1322,2752,0.95
1323,2989,0.54
1324,9527,0.65
1325,5402,0.4
1326,2180,0.66
1327,8269,0.29
1328,8693,0.48
1329,10449,0.5
1330,10433,0.41
1331,3662,0.6
1332,31,0.95
1333,1614,0.95
1334,2094,0.74
1335,3392,0.73
1336,8867,0.48
1337,9135,0.31
1338,2841,0.99
1339,5852,0.34
1340,5018,0.37
1341,370,0.96
1342,8754,0.44
1343,5970,0.57
1344,7738,0.52
1345,3818,0.49
1346,5125,0.55
1347,4026,0.34
1348,3578,0.62
1349,2134,0.98
1350,2522,0.88
1351,3245,0.6
1352,2090,0.96
1353,6379,0.46
1354,5376,0.68
1355,3465,0.36
1356,2002,0.96
1357,8965,0.39
1358,9212,0.35
1359,9833,0.4
1360,10722,0.6
1361,7742,0.32
1362,4364,0.44
1363,9467,0.59
1364,3432,0.4
1365,7220,0.42
1366,2515,0.79
1367,6625,0.56
1368,8390,0.19
1369,2172,0.64
1370,2636,0.98
1371,731,0.98
1372,7513,0.48
1373,9717,0.46
1374,6856,0.47
1375,4427,0.34
1376,9701,0.38
1377,8059,0.49
1378,8882,0.35
1379,480,0.96
1380,3938,0.56
1381,3772,0.46
1382,6885,0.68
1383,3608,0.39
1384,2870,0.98
1385,7306,0.54
1386,2673,0.94
1387,8255,0.37
1388,4514,0.56
1389,386,0.96
1390,4438,0.22
1391,9841,0.29
1392,6160,0.73
1393,3940,0.29
1394,6757,0.44
1395,4109,0.38
1396,9935,0.3
1397,4466,0.56
1398,906,0.97
1399,6174,0.54
1400,6716,0.45
1401,939,0.62
1402,9070,0.37
1403,10414,0.48
1404,10317,0.25
1405,2643,0.96
1406,3263,0.55
1407,6131,0.56
1408,4274,0.56
1409,3116,0.95
1410,6919,0.66
1411,9980,0.57
1412,5859,0.51
1413,728,0.99
1414,9759,0.62
1415,6900,0.62
1416,82,0.94
1417,8308,0.42
1418,7983,0.55
1419,9331,0.54
1420,8701,0.51
1421,7361,0.49
1422,8279,0.38
1423,8708,0.46
1424,5004,0.5
1425,3954,0.38
1426,2456,0.94
1427,8168,0.58
1428,1398,0.94
1429,1851,1.0
1430,4431,0.44
1431,3104,0.95
1432,9218,0.54
1433,4818,0.7
1434,9608,0.55
1435,5107,0.39
1436,3596,0.35
1437,10260,0.42
1438,834,0.94
1439,402,0.98
1440,8779,0.59
1441,9189,0.38
1442,9255,0.5
1443,8813,0.6
1444,392,0.95
1445,10525,0.29
1446,10199,0.44
1447,2557,0.95
1448,1181,0.69
1449,1670,0.91
1450,10426,0.56
1451,9813,0.45
1452,5584,0.39
1453,325,0.91
1454,10602,0.24
1455,10172,0.52
1456,8056,0.62
1457,10055,0.33
1458,9791,0.39
1459,3403,0.42
1460,8702,0.49
1461,64,0.99
1462,6617,0.55
1463,7804,0.55
1464,6140,0.45
1465,1965,0.82
1466,10115,0.47
1467,3059,0.98
1468,4297,0.63
1469,9737,0.51
1470,1429,0.82
1471,6866,0.44
1472,4429,0.43
1473,9352,0.55
1474,7141,0.59
1475,4701,0.39
1476,3709,0.4
1477,1308,0.9
1478,4015,0.37
1479,10581,0.44
1480,10474,0.47
1481,5207,0.62
1482,3559,0.37
1483,5722,0.39
1484,3649,0.41
1485,8184,0.63
1486,1526,0.95
1487,6406,0.37
1488,7020,0.38
1489,1697,0.98
1490,2303,0.96
1491,9130,0.37
1492,9611,0.59
1493,5966,0.52
1494,2979,0.96
1495,6623,0.53
1496,2413,0.73
1497,5317,0.28
1498,47,0.97
1499,723,0.7
1500,1068,0.97
1501,4021,0.45
1502,3540,0.44
1503,4333,0.29
1504,3141,0.54
1505,1985,1.0
1506,8955,0.57
1507,8382,0.41
1508,7178,0.49
